latitude,longitude,list_of_name_keys,list_of_names,list_of_reference_keys,list_of_method_keys,timestamp_min,timestamp_max,num_measurements
-75.0007,-93.9449,166,iSTAR Traverse,86,2,1985,2014,1
-75.00066,-6.498333,153,DML12C98_17,84,1,1801,1996,196
-75.0006,-94.7764,166,iSTAR Traverse,86,2,1985,2014,1
-75.0006,-93.9448,166,iSTAR Traverse,86,2,1985,2014,1
-75.0006,123.6711,25,nan,2,2,1799,2009,2
-75.0005,-94.7763,166,iSTAR Traverse,86,2,1985,2014,1
-75.0005,-93.9447,166,iSTAR Traverse,86,2,1985,2014,1
-75.0004,-94.7762,166,iSTAR Traverse,86,2,1985,2014,1
-75.0004,-93.9447,166,iSTAR Traverse,86,2,1985,2014,1
-75.0003,-94.7762,166,iSTAR Traverse,86,2,1985,2014,1
-75.0003,-93.9446,166,iSTAR Traverse,86,2,1985,2014,1
-75.0002,-94.7761,166,iSTAR Traverse,86,2,1985,2014,2
-75.0002,-93.9445,166,iSTAR Traverse,86,2,1985,2014,1
-75.0002,123.6724,25,nan,2,2,1799,2009,2
-75.0001,-94.776,166,iSTAR Traverse,86,2,1985,2014,1
-75.0001,-93.9444,166,iSTAR Traverse,86,2,1985,2014,2
-75.0,-94.7759,166,iSTAR Traverse,86,2,1985,2014,1
-75.0,-93.9443,166,iSTAR Traverse,86,2,1985,2014,1
-75.0,-4.496333,154,DML13C98_16,84,1,1801,1996,196
-74.9999,-94.7758,166,iSTAR Traverse,86,2,1985,2014,1
-74.9999,-93.9442,166,iSTAR Traverse,86,2,1985,2014,1
-74.9998,-94.7757,166,iSTAR Traverse,86,2,1985,2014,1
-74.9998,-93.9442,166,iSTAR Traverse,86,2,1985,2014,1
-74.9998,123.6736,25,nan,2,2,1799,2009,2
-74.9997,-94.7756,166,iSTAR Traverse,86,2,1985,2014,1
-74.9997,-93.9442,166,iSTAR Traverse,86,2,1985,2014,1
-74.9996,-94.7755,166,iSTAR Traverse,86,2,1985,2014,1
-74.9996,-93.9441,166,iSTAR Traverse,86,2,1985,2014,1
-74.9995,-94.7754,166,iSTAR Traverse,86,2,1985,2014,1
-74.9995,-94.7752,166,iSTAR Traverse,86,2,1985,2014,1
-74.9995,-93.9441,166,iSTAR Traverse,86,2,1985,2014,1
-74.9995,123.6747,25,nan,2,2,1799,2009,2
-74.9994,-94.7751,166,iSTAR Traverse,86,2,1985,2014,1
-74.9994,-93.944,166,iSTAR Traverse,86,2,1985,2014,1
-74.9993,-94.7749,166,iSTAR Traverse,86,2,1985,2014,1
-74.9993,-93.944,166,iSTAR Traverse,86,2,1985,2014,1
-74.9992,-94.7747,166,iSTAR Traverse,86,2,1985,2014,1
-74.9992,-94.7745,166,iSTAR Traverse,86,2,1985,2014,1
-74.9992,-93.9439,166,iSTAR Traverse,86,2,1985,2014,2
-74.9992,123.6757,25,nan,2,2,1799,2009,2
-74.9991,-94.7743,166,iSTAR Traverse,86,2,1985,2014,1
-74.9991,-93.9439,166,iSTAR Traverse,86,2,1985,2014,1
-74.999,-94.7741,166,iSTAR Traverse,86,2,1985,2014,1
-74.999,-93.9438,166,iSTAR Traverse,86,2,1985,2014,1
-74.9989,-94.7739,166,iSTAR Traverse,86,2,1985,2014,1
-74.9989,-94.7737,166,iSTAR Traverse,86,2,1985,2014,1
-74.9989,-93.9437,166,iSTAR Traverse,86,2,1985,2014,1
-74.9988,-94.7735,166,iSTAR Traverse,86,2,1985,2014,1
-74.9988,-93.9437,166,iSTAR Traverse,86,2,1985,2014,1
-74.9988,123.6769,25,nan,2,2,1799,2009,2
-74.9987,-94.7732,166,iSTAR Traverse,86,2,1985,2014,1
-74.9987,-94.773,166,iSTAR Traverse,86,2,1985,2014,1
-74.9987,-93.9436,166,iSTAR Traverse,86,2,1985,2014,1
-74.9986,-94.7728,166,iSTAR Traverse,86,2,1985,2014,1
-74.9986,-93.9436,166,iSTAR Traverse,86,2,1985,2014,1
-74.9985,-94.7725,166,iSTAR Traverse,86,2,1985,2014,1
-74.9985,-94.7723,166,iSTAR Traverse,86,2,1985,2014,1
-74.9985,-93.9435,166,iSTAR Traverse,86,2,1985,2014,1
-74.9984,-94.772,166,iSTAR Traverse,86,2,1985,2014,1
-74.9984,-93.9435,166,iSTAR Traverse,86,2,1985,2014,1
-74.9984,-93.9434,166,iSTAR Traverse,86,2,1985,2014,1
-74.9984,123.678,25,nan,2,2,1799,2009,2
-74.9983,-94.7718,166,iSTAR Traverse,86,2,1985,2014,1
-74.9983,-94.7716,166,iSTAR Traverse,86,2,1985,2014,1
-74.9983,-93.9433,166,iSTAR Traverse,86,2,1985,2014,1
-74.9982,-94.7713,166,iSTAR Traverse,86,2,1985,2014,1
-74.9982,-93.9433,166,iSTAR Traverse,86,2,1985,2014,1
-74.9981,-94.7711,166,iSTAR Traverse,86,2,1985,2014,1
-74.9981,-94.7708,166,iSTAR Traverse,86,2,1985,2014,1
-74.9981,-93.9432,166,iSTAR Traverse,86,2,1985,2014,1
-74.9981,123.679,25,nan,2,2,1799,2009,2
-74.998,-94.7706,166,iSTAR Traverse,86,2,1985,2014,1
-74.998,-94.7703,166,iSTAR Traverse,86,2,1985,2014,1
-74.998,-93.9432,166,iSTAR Traverse,86,2,1985,2014,1
-74.998,-93.93,177,iSTAR12,87,1,1990,2013,1
-74.9979,-94.77,166,iSTAR Traverse,86,2,1985,2014,1
-74.9979,-93.9431,166,iSTAR Traverse,86,2,1985,2014,1
-74.9978,-94.7698,166,iSTAR Traverse,86,2,1985,2014,1
-74.9978,-94.7695,166,iSTAR Traverse,86,2,1985,2014,1
-74.9978,-93.943,166,iSTAR Traverse,86,2,1985,2014,1
-74.9977,-94.7693,166,iSTAR Traverse,86,2,1985,2014,1
-74.9977,-93.943,166,iSTAR Traverse,86,2,1985,2014,1
-74.9977,123.6801,25,nan,2,2,1799,2009,2
-74.9976,-94.769,166,iSTAR Traverse,86,2,1985,2014,1
-74.9976,-94.7688,166,iSTAR Traverse,86,2,1985,2014,1
-74.9976,-93.9429,166,iSTAR Traverse,86,2,1985,2014,1
-74.9975,-94.7685,166,iSTAR Traverse,86,2,1985,2014,1
-74.9975,-93.9428,166,iSTAR Traverse,86,2,1985,2014,2
-74.9974,-94.7683,166,iSTAR Traverse,86,2,1985,2014,1
-74.9974,-94.7681,166,iSTAR Traverse,86,2,1985,2014,1
-74.9974,-93.9427,166,iSTAR Traverse,86,2,1985,2014,1
-74.9973,-94.7678,166,iSTAR Traverse,86,2,1985,2014,1
-74.9973,-93.9426,166,iSTAR Traverse,86,2,1985,2014,1
-74.9973,123.6812,25,nan,2,2,1799,2009,2
-74.9972,-94.7676,166,iSTAR Traverse,86,2,1985,2014,1
-74.9972,-94.7674,166,iSTAR Traverse,86,2,1985,2014,1
-74.9972,-93.9426,166,iSTAR Traverse,86,2,1985,2014,1
-74.9971,-94.7672,166,iSTAR Traverse,86,2,1985,2014,1
-74.9971,-93.9425,166,iSTAR Traverse,86,2,1985,2014,1
-74.997,-94.7669,166,iSTAR Traverse,86,2,1985,2014,1
-74.997,-94.7667,166,iSTAR Traverse,86,2,1985,2014,1
-74.997,-93.9424,166,iSTAR Traverse,86,2,1985,2014,1
-74.997,0.036167,150,DML05C98_07,84,1,1801,1996,196
-74.997,123.6823,25,nan,2,2,1799,2009,2
-74.9969,-94.7665,166,iSTAR Traverse,86,2,1985,2014,1
-74.9969,-93.9423,166,iSTAR Traverse,86,2,1985,2014,1
-74.9968,-94.7662,166,iSTAR Traverse,86,2,1985,2014,1
-74.9968,-94.766,166,iSTAR Traverse,86,2,1985,2014,1
-74.9968,-93.9422,166,iSTAR Traverse,86,2,1985,2014,1
-74.9968,-93.9421,166,iSTAR Traverse,86,2,1985,2014,1
-74.9967,-94.7658,166,iSTAR Traverse,86,2,1985,2014,1
-74.9967,-93.9421,166,iSTAR Traverse,86,2,1985,2014,1
-74.9966,-94.7656,166,iSTAR Traverse,86,2,1985,2014,1
-74.9966,-94.7653,166,iSTAR Traverse,86,2,1985,2014,1
-74.9966,-93.942,166,iSTAR Traverse,86,2,1985,2014,1
-74.9966,123.6833,25,nan,2,2,1799,2009,2
-74.9965,-94.7651,166,iSTAR Traverse,86,2,1985,2014,1
-74.9965,-93.9419,166,iSTAR Traverse,86,2,1985,2014,1
-74.9964,-94.7649,166,iSTAR Traverse,86,2,1985,2014,1
-74.9964,-93.9418,166,iSTAR Traverse,86,2,1985,2014,1
-74.9963,-94.7646,166,iSTAR Traverse,86,2,1985,2014,1
-74.9963,-94.7644,166,iSTAR Traverse,86,2,1985,2014,1
-74.9963,-93.9418,166,iSTAR Traverse,86,2,1985,2014,1
-74.9962,-94.7642,166,iSTAR Traverse,86,2,1985,2014,1
-74.9962,-94.7639,166,iSTAR Traverse,86,2,1985,2014,1
-74.9962,-93.9417,166,iSTAR Traverse,86,2,1985,2014,1
-74.9962,123.6844,25,nan,2,2,1799,2009,2
-74.9961,-94.7637,166,iSTAR Traverse,86,2,1985,2014,1
-74.9961,-93.9416,166,iSTAR Traverse,86,2,1985,2014,1
-74.9961,-93.9415,166,iSTAR Traverse,86,2,1985,2014,1
-74.996,-94.7634,166,iSTAR Traverse,86,2,1985,2014,1
-74.996,-94.7632,166,iSTAR Traverse,86,2,1985,2014,1
-74.996,-93.9415,166,iSTAR Traverse,86,2,1985,2014,1
-74.9959,-94.7629,166,iSTAR Traverse,86,2,1985,2014,1
-74.9959,-93.9414,166,iSTAR Traverse,86,2,1985,2014,1
-74.9958,-94.7627,166,iSTAR Traverse,86,2,1985,2014,1
-74.9958,-94.7624,166,iSTAR Traverse,86,2,1985,2014,1
-74.9958,-93.9413,166,iSTAR Traverse,86,2,1985,2014,1
-74.9958,123.6855,25,nan,2,2,1799,2009,2
-74.9957,-94.7622,166,iSTAR Traverse,86,2,1985,2014,1
-74.9957,-93.9412,166,iSTAR Traverse,86,2,1985,2014,1
-74.9956,-94.7619,166,iSTAR Traverse,86,2,1985,2014,1
-74.9956,-94.7617,166,iSTAR Traverse,86,2,1985,2014,1
-74.9956,-93.9412,166,iSTAR Traverse,86,2,1985,2014,1
-74.9955,-94.7614,166,iSTAR Traverse,86,2,1985,2014,1
-74.9955,-93.9411,166,iSTAR Traverse,86,2,1985,2014,1
-74.9955,123.6866,25,nan,2,2,1799,2009,2
-74.9954,-94.7612,166,iSTAR Traverse,86,2,1985,2014,1
-74.9954,-94.7609,166,iSTAR Traverse,86,2,1985,2014,1
-74.9954,-93.941,166,iSTAR Traverse,86,2,1985,2014,1
-74.9953,-94.7607,166,iSTAR Traverse,86,2,1985,2014,1
-74.9953,-94.7604,166,iSTAR Traverse,86,2,1985,2014,1
-74.9953,-93.9409,166,iSTAR Traverse,86,2,1985,2014,1
-74.9952,-94.7602,166,iSTAR Traverse,86,2,1985,2014,1
-74.9952,-93.9409,166,iSTAR Traverse,86,2,1985,2014,1
-74.9952,-93.9408,166,iSTAR Traverse,86,2,1985,2014,1
-74.9951,-94.76,166,iSTAR Traverse,86,2,1985,2014,1
-74.9951,-94.7597,166,iSTAR Traverse,86,2,1985,2014,1
-74.9951,-93.9408,166,iSTAR Traverse,86,2,1985,2014,1
-74.9951,123.6877,25,nan,2,2,1799,2009,2
-74.995,-94.7595,166,iSTAR Traverse,86,2,1985,2014,1
-74.995,-93.9407,166,iSTAR Traverse,86,2,1985,2014,1
-74.9949,-94.7592,166,iSTAR Traverse,86,2,1985,2014,1
-74.9949,-94.759,166,iSTAR Traverse,86,2,1985,2014,1
-74.9949,-93.9406,166,iSTAR Traverse,86,2,1985,2014,1
-74.9948,-94.7587,166,iSTAR Traverse,86,2,1985,2014,1
-74.9948,-93.9405,166,iSTAR Traverse,86,2,1985,2014,1
-74.9947,-94.7585,166,iSTAR Traverse,86,2,1985,2014,1
-74.9947,-94.7582,166,iSTAR Traverse,86,2,1985,2014,1
-74.9947,-93.9405,166,iSTAR Traverse,86,2,1985,2014,1
-74.9947,123.6887,25,nan,2,2,1799,2009,2
-74.9946,-94.758,166,iSTAR Traverse,86,2,1985,2014,1
-74.9946,-94.7577,166,iSTAR Traverse,86,2,1985,2014,1
-74.9946,-93.9404,166,iSTAR Traverse,86,2,1985,2014,1
-74.9945,-94.7575,166,iSTAR Traverse,86,2,1985,2014,1
-74.9945,-93.9403,166,iSTAR Traverse,86,2,1985,2014,1
-74.9945,-93.9402,166,iSTAR Traverse,86,2,1985,2014,1
-74.9944,-94.7572,166,iSTAR Traverse,86,2,1985,2014,1
-74.9944,-94.757,166,iSTAR Traverse,86,2,1985,2014,1
-74.9944,-93.9401,166,iSTAR Traverse,86,2,1985,2014,1
-74.9944,123.6899,25,nan,2,2,1799,2009,2
-74.9943,-94.7567,166,iSTAR Traverse,86,2,1985,2014,1
-74.9943,-93.94,166,iSTAR Traverse,86,2,1985,2014,1
-74.9942,-94.7565,166,iSTAR Traverse,86,2,1985,2014,1
-74.9942,-94.7562,166,iSTAR Traverse,86,2,1985,2014,1
-74.9942,-93.94,166,iSTAR Traverse,86,2,1985,2014,1
-74.9941,-94.756,166,iSTAR Traverse,86,2,1985,2014,1
-74.9941,-93.9399,166,iSTAR Traverse,86,2,1985,2014,1
-74.994,-94.7558,166,iSTAR Traverse,86,2,1985,2014,1
-74.994,-94.7555,166,iSTAR Traverse,86,2,1985,2014,1
-74.994,-93.9398,166,iSTAR Traverse,86,2,1985,2014,1
-74.994,123.691,25,nan,2,2,1799,2009,2
-74.9939,-94.7553,166,iSTAR Traverse,86,2,1985,2014,1
-74.9939,-93.9397,166,iSTAR Traverse,86,2,1985,2014,1
-74.9938,-94.7551,166,iSTAR Traverse,86,2,1985,2014,1
-74.9938,-94.7548,166,iSTAR Traverse,86,2,1985,2014,1
-74.9938,-93.9396,166,iSTAR Traverse,86,2,1985,2014,1
-74.9938,-93.9395,166,iSTAR Traverse,86,2,1985,2014,1
-74.9937,-94.7546,166,iSTAR Traverse,86,2,1985,2014,1
-74.9937,-93.9394,166,iSTAR Traverse,86,2,1985,2014,1
-74.9936,-94.7544,166,iSTAR Traverse,86,2,1985,2014,1
-74.9936,-94.7541,166,iSTAR Traverse,86,2,1985,2014,1
-74.9936,-93.9393,166,iSTAR Traverse,86,2,1985,2014,1
-74.9936,123.6921,25,nan,2,2,1799,2009,2
-74.9935,-94.7539,166,iSTAR Traverse,86,2,1985,2014,1
-74.9935,-93.9392,166,iSTAR Traverse,86,2,1985,2014,1
-74.9934,-94.7536,166,iSTAR Traverse,86,2,1985,2014,1
-74.9934,-94.7534,166,iSTAR Traverse,86,2,1985,2014,1
-74.9934,-93.9391,166,iSTAR Traverse,86,2,1985,2014,1
-74.9933,-94.7531,166,iSTAR Traverse,86,2,1985,2014,1
-74.9933,-94.7529,166,iSTAR Traverse,86,2,1985,2014,1
-74.9933,-93.939,166,iSTAR Traverse,86,2,1985,2014,1
-74.9933,123.6932,25,nan,2,2,1799,2009,2
-74.9932,-94.7526,166,iSTAR Traverse,86,2,1985,2014,1
-74.9932,-93.939,166,iSTAR Traverse,86,2,1985,2014,1
-74.9931,-94.7524,166,iSTAR Traverse,86,2,1985,2014,1
-74.9931,-94.7521,166,iSTAR Traverse,86,2,1985,2014,1
-74.9931,-93.9389,166,iSTAR Traverse,86,2,1985,2014,1
-74.9931,-93.9388,166,iSTAR Traverse,86,2,1985,2014,1
-74.993,-94.7519,166,iSTAR Traverse,86,2,1985,2014,1
-74.993,-93.9387,166,iSTAR Traverse,86,2,1985,2014,1
-74.9929,-94.7516,166,iSTAR Traverse,86,2,1985,2014,1
-74.9929,-94.7514,166,iSTAR Traverse,86,2,1985,2014,1
-74.9929,-93.9386,166,iSTAR Traverse,86,2,1985,2014,1
-74.9929,123.6943,25,nan,2,2,1799,2009,2
-74.9928,-94.7511,166,iSTAR Traverse,86,2,1985,2014,1
-74.9928,-93.9386,166,iSTAR Traverse,86,2,1985,2014,1
-74.9927,-94.7509,166,iSTAR Traverse,86,2,1985,2014,1
-74.9927,-94.7506,166,iSTAR Traverse,86,2,1985,2014,1
-74.9927,-93.9385,166,iSTAR Traverse,86,2,1985,2014,1
-74.9926,-94.7504,166,iSTAR Traverse,86,2,1985,2014,1
-74.9926,-93.9384,166,iSTAR Traverse,86,2,1985,2014,1
